Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"setText(findTestObject(""Object Repository/Page_DEMOQA/textarea_Permanent Address_permanentAddress""), permanentAddress)",Chrome 113.0.0.0,,,2023-05-29 15:15:35,2023-05-29 15:15:36,"0,794s",PASSED
"scrollToElement(findTestObject(""Page_DEMOQA/button_Submit""), 4)",Chrome 113.0.0.0,,,2023-05-29 15:15:36,2023-05-29 15:15:36,"0,417s",PASSED
"click(findTestObject(""Object Repository/Page_DEMOQA/button_Submit""))",Chrome 113.0.0.0,,,2023-05-29 15:15:36,2023-05-29 15:15:37,"0,415s",PASSED
closeBrowser(),Chrome 113.0.0.0,,,2023-05-29 15:15:37,2023-05-29 15:15:38,"0,720s",PASSED
,,,,,,,
Test Cases/CasoWebConArchivoCsvExcel,Chrome 113.0.0.0,,,2023-05-29 15:15:38,2023-05-29 15:15:51,"13,581s",PASSED
"openBrowser("""")",Chrome 113.0.0.0,,,2023-05-29 15:15:38,2023-05-29 15:15:39,"1,410s",PASSED
"navigateToUrl(""https://demoqa.com/"")",Chrome 113.0.0.0,,,2023-05-29 15:15:39,2023-05-29 15:15:44,"4,961s",PASSED
maximizeWindow(),Chrome 113.0.0.0,,,2023-05-29 15:15:44,2023-05-29 15:15:44,"0,142s",PASSED
waitForPageLoad(30),Chrome 113.0.0.0,,,2023-05-29 15:15:44,2023-05-29 15:15:44,"0,039s",PASSED
"click(findTestObject(""Object Repository/Page_DEMOQA/div_Elements""))",Chrome 113.0.0.0,,,2023-05-29 15:15:44,2023-05-29 15:15:45,"0,541s",PASSED
"click(findTestObject(""Object Repository/Page_DEMOQA/li_Text Box""))",Chrome 113.0.0.0,,,2023-05-29 15:15:45,2023-05-29 15:15:46,"1,332s",PASSED
"setText(findTestObject(""Object Repository/Page_DEMOQA/input_Full Name_userName""), fullName)",Chrome 113.0.0.0,,,2023-05-29 15:15:46,2023-05-29 15:15:47,"1,218s",PASSED
"setText(findTestObject(""Object Repository/Page_DEMOQA/input_Email_userEmail""), email)",Chrome 113.0.0.0,,,2023-05-29 15:15:47,2023-05-29 15:15:48,"0,784s",PASSED
"setText(findTestObject(""Object Repository/Page_DEMOQA/textarea_Current Address_currentAddress""), currentAddress)",Chrome 113.0.0.0,,,2023-05-29 15:15:48,2023-05-29 15:15:49,"0,725s",PASSED
"setText(findTestObject(""Object Repository/Page_DEMOQA/textarea_Permanent Address_permanentAddress""), permanentAddress)",Chrome 113.0.0.0,,,2023-05-29 15:15:49,2023-05-29 15:15:50,"0,811s",PASSED
"scrollToElement(findTestObject(""Page_DEMOQA/button_Submit""), 4)",Chrome 113.0.0.0,,,2023-05-29 15:15:50,2023-05-29 15:15:50,"0,422s",PASSED
"click(findTestObject(""Object Repository/Page_DEMOQA/button_Submit""))",Chrome 113.0.0.0,,,2023-05-29 15:15:50,2023-05-29 15:15:50,"0,457s",PASSED
closeBrowser(),Chrome 113.0.0.0,,,2023-05-29 15:15:50,2023-05-29 15:15:51,"0,719s",PASSED
